year,make,model,forward_collision_warning,adaptive_cruise_control,lane_departure_warning,lane_keeping_assist,blind_spot_monitor,rear_cross_traffic_alert,backup_camera,adaptive_headlights,antilock_braking_system,automatic_emergency_braking,automatic_parallel_parking,backup_warning,bicycle_detection,brake_assist,curve_speed_warning,drowsiness_alert,electronic_stability_control,high_speed_alert,hill_descent_assist,hill_start_assist,left_turn_crash_avoidance,pedestrian_detection,push_button_start,sideview_camera,temperature_warning,tire_pressure_monitoring_system,traction_control,obstacle_detection
2016,Maserati,Ghibli,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Maserati,Ghibli,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Maserati,Ghibli,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Maserati,Levante,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Maserati,Levante,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mazda,3,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mazda,3,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mazda,3,Standard,Standard/Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mazda,6,Option,Option,Option,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mazda,6,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mazda,6,Standard,Standard/Option,Option,Option,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mazda,CX-3,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mazda,CX-3,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mazda,CX-3,Standard,Standard/Option,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mazda,CX-5,Option,Option,Option,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mazda,CX-5,Standard,Standard/Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mazda,CX-5,Standard,Standard/Option,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mazda,CX-9,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mazda,CX-9,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mazda,CX-9,Standard,Standard/Option,Option,Option,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mazda,MX-5 Miata,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Mazda,MX-5 Miata,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Mazda,MX-5 Miata,Option,Option,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,AMG GT,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,AMG GT,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,AMG GT,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,B-Class Electric,Option,Standard,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,B-Class Electric,Option,Standard,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,C-Class,Option,Standard,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,C-Class (sedans),Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,C-Class (sedans) ,Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,C63,Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,C63,Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,CLA,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,CLA,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,CLA,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,CLS,Option,Standard,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,CLS ,Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,E-Class,Standard,Standard,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,E-Class (sedans),Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,E-Class (sedans),Standard,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,G-Class,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,G-Class,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,G-Class,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,GL-Class,Option,Option,Option,Option,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,GLA,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,GLA,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,GLA,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,GLC,Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,GLC,Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,GLC,Option,Standard,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,GLC coupe,Option,Standard,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,GLE,Option,Standard,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,GLE,Option,Standard,Option,Option,Option,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,GLE,Option,Standard,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,GLE coupe,Option,Standard,Standard,Option,Standard,Standard,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,GLE coupe,Option,Standard,Standard,Option,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,GLE coupe,Option,Standard,Standard,Option,Standard,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,GLS,Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,GLS,Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,GLS,Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,GLS,Option,Standard,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,Metris,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,Metris,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,S-Class,Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,S-Class,Option,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,S-Class,Standard,Standard,Option,Option,Standard,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,SL,Option,Option,Option,Option,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,SL,Option,Standard,Option,Option,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,SL,Option,Standard,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,SLC,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,SLC,Option,Standard,Option,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,SLK,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,Sprinter (passenger),Option,Unknown / Not Available,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mercedes-Benz,Sprinter (passenger),Option,Unknown / Not Available,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mercedes-Benz,Sprinter (passenger),Option,Unknown / Not Available,Option,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mini,Cooper Clubman,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mini,Cooper Clubman,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mini,Cooper Clubman,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mini,Cooper Countryman,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Mini,Cooper Countryman,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mini,Cooper Countryman,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mini,Cooper Hardtop,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mini,Cooper Hardtop,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mini,Cooper Hardtop,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mini,Paceman,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Mitsubishi,Eclipse Cross,Option,Option,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mitsubishi,i-MiEV,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mitsubishi,i-MiEV,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2016,Mitsubishi,Lancer,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mitsubishi,Lancer,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Mitsubishi,Mirage,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mitsubishi,Mirage,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mitsubishi,Mirage,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mitsubishi,Outlander,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mitsubishi,Outlander,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Mitsubishi,Outlander,Option,Option,Option,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Mitsubishi,Outlander Sport,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Mitsubishi,Outlander Sport,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Mitsubishi,Outlander Sport,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Altima,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Altima,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Altima,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Armada,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Armada,Option,Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Armada,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Frontier,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Frontier,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Frontier,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,GT-R,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,GT-R,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,GT-R,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Juke,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Juke,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Kick,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Leaf,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Leaf,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Leaf,Standard,Standard,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Maxima,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Maxima,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Maxima,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Murano,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Murano,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Murano,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,NV,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,NV,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,NV,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,NV200,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,NV200,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,NV200,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Pathfinder,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Pathfinder,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Pathfinder,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Quest,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Quest,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Rogue,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Rogue,Standard,Standard/Option,Option,Option,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Rogue,Standard,Standard,Option,Option,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Rogue Sport,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Rogue Sport,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Sentra,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Sentra,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Sentra,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Titan,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Titan,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,TitanXD,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,TitanXD,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,TitanXD,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Versa,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Versa,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Versa,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,VersaNote,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,VersaNote,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,VersaNote,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Nissan,Z,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Nissan,Z,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Nissan,Z,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Porsche,911,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Porsche,911,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Porsche,718 Boxster,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Porsche,718 Boxster,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Porsche,718 Cayman,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Porsche,718 Cayman,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Porsche,Boxster,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2016,Porsche,Cayenne,Option,Option,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Porsche,Cayenne,Option,Option,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2019,Porsche,Cayenne,Standard,Standard,Standard,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Porsche,Cayman,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2016,Porsche,Macan,Option,Option,Option,Option,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Porsche,Macan,Option,Option,Option,Option,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Porsche,Macan,Option,Unknown / Not Available,Standard,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Porsche,Panamera,Option,Option,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Porsche,Panamera,Option,Option,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
